epoch,train_loss,train_accuracy,val_loss,val_accuracy,learning_rate,train_samples_per_second,val_samples_per_second,peak_memory_gb
1,3.506451110273655,0.05918367346938776,3.396190137987013,0.08831168831168831,0.0005,452.4462478980159,251.73105116327747,7.596882343292236
2,3.133287917439703,0.13710575139146566,2.836995231331169,0.21385281385281385,0.0014,2493.8724353302578,1349.2586214755381,2.4020285606384277
3,2.7062987375347864,0.22949907235621522,2.454387344426407,0.3194805194805195,0.0023,2582.3820516365786,1342.0340599842134,2.4020285606384277
4,2.4087542758580707,0.32170686456400743,2.2562582437094156,0.3645021645021645,0.0031999999999999997,2608.1530005848354,1340.8226544179968,2.4020285606384277
5,2.5068471706864566,0.30166975881261593,2.2381573829816017,0.3437229437229437,0.0040999999999999995,2412.4739551267576,1318.4756538924642,2.4020285606384277
6,2.2570971996753246,0.3443413729128015,2.1670169186282466,0.3645021645021645,0.005,2538.6924150708687,1345.8184822074497,2.4020285606384277
7,2.0661730707908164,0.3974025974025974,1.7415881400500541,0.46060606060606063,0.004998635877065611,2433.3033572381464,1334.4906600144436,2.4020285606384277
8,1.622280844155844,0.5007421150278293,1.4829749433509198,0.529004329004329,0.0049945449999108426,2571.0840908969344,1341.566663900249,2.4020285606384277
9,1.3044613868274582,0.6059369202226345,1.185074129971591,0.6320346320346321,0.004987731841849804,2468.3510635051034,1329.650350488876,2.4020285606384277
10,1.0641472018494897,0.6749536178107607,1.075341374120671,0.6632034632034632,0.004978203852970803,2554.373794560708,1438.4177251312706,2.4020285606384277
11,0.9039908612592764,0.7222634508348794,0.8333238742052219,0.7307359307359307,0.004965971451989792,2697.88259423667,1375.9378876556257,2.4020285606384277
12,0.780890990984462,0.7558441558441559,0.7726097470238096,0.7627705627705628,0.004951048014857649,2591.0362409989752,1411.6803924459628,2.4020285606384277
13,0.684480990549629,0.7892393320964749,0.6738138570413961,0.787012987012987,0.0049334498601337744,2504.983588201572,1272.6099836263234,2.4020285606384277
14,0.6119475808789425,0.8100185528756957,0.6343339928300866,0.812987012987013,0.004913196231141985,2530.7118950675726,1363.4694910862074,2.4020285606384277
15,0.6028401843692023,0.8092764378478664,0.5651937905844155,0.8277056277056277,0.004890309274928222,2570.8171625393948,1388.8722845182522,2.4020285606384277
16,0.5453158971330009,0.8339517625231911,0.5279602843445617,0.8424242424242424,0.004864814018043084,2474.068513300673,1418.6470868022648,2.4020285606384277
17,0.493355706096359,0.8473098330241188,0.49469622987689393,0.8528138528138528,0.004836738339175656,2493.624684156529,1356.4475426819936,2.4020285606384277
18,0.4774895096532931,0.8452690166975881,0.46388885365936144,0.8623376623376623,0.0048061129386685756,2534.9650974027422,1335.6731070535766,2.4020285606384277
19,0.40963938753768553,0.8701298701298701,0.43898111979166665,0.8692640692640693,0.004772971304947661,2497.309489306222,1337.6917967250058,2.4020285606384277
20,0.4007664837952226,0.872356215213358,0.45869848738501084,0.8493506493506493,0.004737349677902805,2499.4070451513353,1324.9388165198827,2.4020285606384277
21,0.3528438985679499,0.8842300556586271,0.44970153544372293,0.8640692640692641,0.004699287009260191,2495.914936429625,1492.850413758399,2.4020285606384277
22,0.3419920289671266,0.8940630797773655,0.4347815839759199,0.870995670995671,0.004658824919989147,2530.6373556381027,1375.6971718768075,2.4020285606384277
23,0.3232483476345083,0.8961038961038961,0.4563799969561688,0.8640692640692641,0.004616007654790234,2665.814134284715,1353.7873840477996,2.4020285606384277
24,0.3052328530844156,0.898330241187384,0.41859881248308983,0.8718614718614719,0.004570882033714311,2520.7348049242282,1346.5488069827525,2.4020285606384277
25,0.2802792805687616,0.9077922077922078,0.36427828966281117,0.8909090909090909,0.004523497400965495,2489.3919671666563,1330.7956016482342,2.4020285606384277
26,0.2659296095924165,0.911317254174397,0.3600431367948458,0.8900432900432901,0.004473905570944003,2685.844072316157,1335.159657719379,2.4020285606384277
27,0.2347025289163961,0.9217068645640074,0.38943526362959957,0.8952380952380953,0.004422160771587864,2509.8478385638887,1344.5491928284534,2.4020285606384277
28,0.2323345233867695,0.923747680890538,0.34857743168290045,0.8891774891774892,0.0043683195850754645,2449.4482965711863,1246.05397897531,2.4020285606384277
29,0.2150469664961155,0.9274582560296846,0.3046273896188447,0.896969696969697,0.004312440885953768,2081.4562534469824,1288.239805842121,2.4020285606384277
30,0.22353205353519248,0.9256029684601114,0.32375710227272725,0.9064935064935065,0.0042545857767598595,2596.191620673818,1347.163183428747,2.4020285606384277
31,0.2216495436065051,0.924860853432282,0.363503090334145,0.8891774891774892,0.004194817521206225,2575.0595173515794,1157.0138519556133,2.4020285606384277
32,0.19710179259914193,0.9309833024118739,0.3357477361505682,0.9021645021645022,0.004133201475002801,2737.4756456566993,1314.1286545305472,2.4020285606384277
33,0.18108207971576415,0.9406307977736549,0.32415031664299243,0.9012987012987013,0.004069805014391476,1767.8199024513642,1200.565292193838,2.4020285606384277
34,0.17294301332038498,0.9441558441558442,0.3307501458502435,0.896969696969697,0.004004697462471149,1758.3192433777742,1234.6533703840505,2.4020285606384277
35,0.17088313907771915,0.9435992578849721,0.30641902246516506,0.9082251082251083,0.003937950013393946,1757.658382827583,1249.2446206718764,2.4020285606384277
36,0.16137580942355637,0.9447124304267162,0.2820490585261093,0.9142857142857143,0.0038696356545154576,1729.3998040882186,1234.621304904087,2.4020285606384277
37,0.15841647627623492,0.9452690166975881,0.2870092086461715,0.9125541125541126,0.0037998290865841338,1723.9948861543646,1201.7104112766278,2.4020285606384277
38,0.1548148811637581,0.9482374768089054,0.29342564174107144,0.9090909090909091,0.003728606642057119,1751.369209717573,1250.0324023183002,2.4020285606384277
39,0.14426571876087083,0.9523191094619666,0.297979736328125,0.9125541125541126,0.0036560462016318276,1712.1622965206711,1252.131566419285,2.4020285606384277
40,0.13442143880812268,0.9576994434137291,0.2568313928909632,0.929004329004329,0.0035822271090845408,1677.679424571052,1302.3713210450255,2.4020285606384277
41,0.12805461140422078,0.9567717996289424,0.3249811081659226,0.9038961038961039,0.00350723008450916,1652.1783404560217,1328.590890992632,2.4020285606384277
42,0.11341262845692254,0.963821892393321,0.284303026075487,0.9203463203463204,0.0034311371360509616,1657.2703914158237,1308.383722183575,2.4020285606384277
43,0.10631738779496173,0.9623376623376624,0.28105608787371483,0.9246753246753247,0.0033540314702319002,1644.4242027148675,1338.7100094848713,2.4020285606384277
44,0.09745756301455241,0.9671614100185528,0.26079545454545455,0.9246753246753247,0.0032759974009654953,1633.9423282602763,1347.4474561556358,2.4020285606384277
45,0.09411517481193472,0.9692022263450835,0.2514981356534091,0.9341991341991343,0.003197120257360804,1642.6560625548912,1204.8249698289503,2.4020285606384277
46,0.10126221609027133,0.9664192949907235,0.27536560322815207,0.922943722943723,0.0031174862904162952,1637.6353292229476,1187.907898090856,2.4020285606384277
47,0.09746120927064007,0.9667903525046382,0.24704354686654492,0.929004329004329,0.0030371825787056505,1662.0633673140526,1254.89450005182,2.4020285606384277
48,0.09007054826103027,0.9677179962894249,0.2766128077651515,0.9238095238095239,0.0029562969331586152,1654.5340988727548,1294.6934180641504,2.4020285606384277
49,0.08781065648915816,0.9671614100185528,0.26860660701603084,0.9281385281385282,0.0028749178010410467,1697.4354786575832,1234.8629825743549,2.4020285606384277
50,0.08425358646654685,0.9732838589981447,0.27244825487012986,0.9264069264069265,0.002793134169239119,1713.8298242885671,1236.9745836698935,2.4020285606384277
51,0.07671105096424223,0.9749536178107606,0.27679868755918563,0.9307359307359307,0.0027110354669534703,1674.2497178340823,1286.7222684981498,2.4020285606384277
52,0.07895325499695617,0.9697588126159554,0.2731323770630411,0.9316017316017317,0.002628711467909691,1653.3998693600427,1262.6044083353772,2.4020285606384277
