epoch,train_loss,train_accuracy,val_loss,val_accuracy,learning_rate,train_samples_per_second,val_samples_per_second,peak_memory_gb
83,1.6716593952922079,0.48089053803339515,1.4554915787337663,0.5670995670995671,0.00043911796628569045,2607.8723411610754,1362.167937733051,2.3557639122009277
84,1.6581908047309832,0.4894248608534323,1.378905404491342,0.5922077922077922,0.0003939923452097668,2580.6886419817993,1355.856984811109,2.3557639122009277
85,1.6503203269944342,0.4923933209647495,1.3475353422619047,0.6190476190476191,0.0003511750800108535,2588.56614421157,1363.4610006591465,2.3557639122009277
86,1.5960167483186456,0.5077922077922078,1.359258002739448,0.6060606060606061,0.00031071299073981033,2509.963114447743,1305.6517458870467,2.3557639122009277
87,1.6208118332560297,0.5055658627087198,1.3396598518668832,0.6233766233766234,0.00027265032209719536,2551.038022861622,1351.3617310292548,2.3557639122009277
88,1.6317125536294064,0.49387755102040815,1.3771215926001081,0.6008658008658009,0.00023702869505234028,2553.1357817626267,1336.0554392745055,2.3557639122009277
89,1.6220846257537105,0.5053803339517625,1.3335427024147728,0.6225108225108225,0.00020388706133142522,2574.1135116391556,1363.6776835356823,2.3557639122009277
90,1.6223025858070501,0.5024118738404453,1.3509591238839285,0.6251082251082251,0.00017326166082434503,2578.3130043637652,1349.1173616410074,2.3557639122009277
91,1.6211240071312616,0.5024118738404453,1.3435801584483225,0.6251082251082251,0.0001451859819569167,2576.648914424177,1348.4289937551857,2.3557639122009277
92,1.6121539453849723,0.5011131725417439,1.3373744419642857,0.6294372294372295,0.00011969072507177778,2587.7985531686254,1351.4160162090966,2.3557639122009277
93,1.608543925382653,0.5079777365491651,1.3571765718005953,0.6060606060606061,9.680376885801541e-05,2564.0602327868733,1365.6440702236707,2.3557639122009277
94,1.5877900698631726,0.5098330241187384,1.3753568046536797,0.6199134199134199,7.655013986622573e-05,2565.221940870937,1336.781797189177,2.3557639122009277
95,1.619160373666512,0.5064935064935064,1.3569105536390693,0.6268398268398269,5.8951985142350697e-05,2612.447150892163,1368.5612207965437,2.3557639122009277
96,1.607405387581169,0.49795918367346936,1.3367390422077923,0.6432900432900432,4.402854801020783e-05,2573.7241129303166,1349.6724140642013,2.3557639122009277
97,1.5770107403756957,0.5092764378478665,1.34593976173566,0.6121212121212121,3.179614702919691e-05,2552.361626660836,1362.715454826215,2.3557639122009277
98,1.6013046802527828,0.5096474953617811,1.329215600480249,0.625974025974026,2.226815815019653e-05,2593.4308937213705,1443.077025732438,2.3557639122009277
99,1.5870791178687385,0.5103896103896104,1.329016060436959,0.6225108225108225,1.5455000089157543e-05,2543.1957491804346,1441.9591154439877,2.3557639122009277
100,1.5888958140074212,0.5118738404452691,1.3305389272186148,0.6363636363636364,1.136412293438951e-05,2574.5713690343673,1446.1146346228675,2.3557639122009277
