true_class,predicted_class,count,true_class_total,row_proportion,row_percentage
5,V,0,33,0,0
5,W,0,33,0,0
5,X,0,33,0,0
5,Y,0,33,0,0
5,Z,0,33,0,0
5,1,0,33,0,0
5,2,0,33,0,0
5,3,0,33,0,0
5,4,0,33,0,0
5,5,31,33,0.9393939394,93.93939394
5,6,1,33,0.0303030303,3.03030303
5,7,0,33,0,0
5,8,0,33,0,0
5,9,1,33,0.0303030303,3.03030303
6,A,0,33,0,0
6,B,0,33,0,0
6,C,0,33,0,0
6,D,0,33,0,0
6,E,0,33,0,0
6,F,0,33,0,0
6,G,0,33,0,0
6,H,0,33,0,0
6,I,0,33,0,0
6,J,0,33,0,0
6,K,0,33,0,0
6,L,0,33,0,0
6,M,0,33,0,0
6,N,0,33,0,0
6,O,0,33,0,0
6,P,0,33,0,0
6,Q,0,33,0,0
6,R,0,33,0,0
6,S,1,33,0.0303030303,3.03030303
6,T,0,33,0,0
6,U,0,33,0,0
6,V,0,33,0,0
6,W,0,33,0,0
6,X,0,33,0,0
6,Y,0,33,0,0
6,Z,0,33,0,0
6,1,0,33,0,0
6,2,0,33,0,0
6,3,0,33,0,0
6,4,0,33,0,0
6,5,0,33,0,0
6,6,31,33,0.9393939394,93.93939394
6,7,0,33,0,0
6,8,1,33,0.0303030303,3.03030303
6,9,0,33,0,0
7,A,0,33,0,0
7,B,0,33,0,0
7,C,0,33,0,0
7,D,0,33,0,0
7,E,0,33,0,0
7,F,0,33,0,0
7,G,0,33,0,0
7,H,0,33,0,0
7,I,0,33,0,0
7,J,0,33,0,0
7,K,0,33,0,0
7,L,0,33,0,0
7,M,0,33,0,0
7,N,0,33,0,0
7,O,1,33,0.0303030303,3.03030303
7,P,0,33,0,0
7,Q,0,33,0,0
7,R,0,33,0,0
7,S,0,33,0,0
7,T,1,33,0.0303030303,3.03030303
7,U,0,33,0,0
7,V,0,33,0,0
7,W,0,33,0,0
7,X,0,33,0,0
7,Y,0,33,0,0
7,Z,0,33,0,0
7,1,0,33,0,0
7,2,0,33,0,0
7,3,0,33,0,0
7,4,1,33,0.0303030303,3.03030303
7,5,0,33,0,0
7,6,0,33,0,0
7,7,30,33,0.9090909091,90.90909091
7,8,0,33,0,0
7,9,0,33,0,0
8,A,0,33,0,0
8,B,0,33,0,0
8,C,0,33,0,0
8,D,0,33,0,0
8,E,0,33,0,0
8,F,0,33,0,0
8,G,1,33,0.0303030303,3.03030303
8,H,0,33,0,0
8,I,0,33,0,0
8,J,0,33,0,0
8,K,0,33,0,0
8,L,0,33,0,0
8,M,0,33,0,0
8,N,0,33,0,0
8,O,0,33,0,0
8,P,0,33,0,0
8,Q,0,33,0,0
8,R,0,33,0,0
8,S,0,33,0,0
8,T,0,33,0,0
8,U,0,33,0,0
8,V,0,33,0,0
8,W,0,33,0,0
8,X,0,33,0,0
8,Y,0,33,0,0
8,Z,0,33,0,0
8,1,0,33,0,0
8,2,0,33,0,0
8,3,0,33,0,0
8,4,0,33,0,0
8,5,0,33,0,0
8,6,1,33,0.0303030303,3.03030303
8,7,0,33,0,0
8,8,31,33,0.9393939394,93.93939394
8,9,0,33,0,0
9,A,0,33,0,0
9,B,0,33,0,0
9,C,0,33,0,0
9,D,0,33,0,0
9,E,0,33,0,0
9,F,0,33,0,0
9,G,0,33,0,0
9,H,0,33,0,0
9,I,0,33,0,0
9,J,0,33,0,0
9,K,0,33,0,0
9,L,0,33,0,0
9,M,0,33,0,0
9,N,0,33,0,0
9,O,0,33,0,0
9,P,0,33,0,0
9,Q,0,33,0,0
9,R,0,33,0,0
9,S,0,33,0,0
9,T,0,33,0,0
9,U,0,33,0,0
9,V,0,33,0,0
9,W,1,33,0.0303030303,3.03030303
9,X,0,33,0,0
9,Y,0,33,0,0
9,Z,0,33,0,0
9,1,0,33,0,0
9,2,0,33,0,0
9,3,0,33,0,0
9,4,0,33,0,0
9,5,0,33,0,0
9,6,0,33,0,0
9,7,0,33,0,0
9,8,0,33,0,0
9,9,32,33,0.9696969697,96.96969697
