true_class,predicted_class,count,true_class_total,row_proportion,row_percentage
2,5,1,33,0.0303030303,3.03030303
2,6,0,33,0,0
2,7,0,33,0,0
2,8,0,33,0,0
2,9,0,33,0,0
3,A,0,33,0,0
3,B,0,33,0,0
3,C,1,33,0.0303030303,3.03030303
3,D,0,33,0,0
3,E,0,33,0,0
3,F,0,33,0,0
3,G,0,33,0,0
3,H,0,33,0,0
3,I,0,33,0,0
3,J,0,33,0,0
3,K,0,33,0,0
3,L,0,33,0,0
3,M,0,33,0,0
3,N,0,33,0,0
3,O,1,33,0.0303030303,3.03030303
3,P,0,33,0,0
3,Q,0,33,0,0
3,R,0,33,0,0
3,S,7,33,0.2121212121,21.21212121
3,T,0,33,0,0
3,U,0,33,0,0
3,V,0,33,0,0
3,W,0,33,0,0
3,X,0,33,0,0
3,Y,0,33,0,0
3,Z,0,33,0,0
3,1,1,33,0.0303030303,3.03030303
3,2,1,33,0.0303030303,3.03030303
3,3,15,33,0.4545454545,45.45454545
3,4,1,33,0.0303030303,3.03030303
3,5,0,33,0,0
3,6,2,33,0.06060606061,6.060606061
3,7,1,33,0.0303030303,3.03030303
3,8,1,33,0.0303030303,3.03030303
3,9,2,33,0.06060606061,6.060606061
4,A,3,33,0.09090909091,9.090909091
4,B,0,33,0,0
4,C,0,33,0,0
4,D,0,33,0,0
4,E,0,33,0,0
4,F,0,33,0,0
4,G,1,33,0.0303030303,3.03030303
4,H,1,33,0.0303030303,3.03030303
4,I,0,33,0,0
4,J,0,33,0,0
4,K,0,33,0,0
4,L,0,33,0,0
4,M,0,33,0,0
4,N,0,33,0,0
4,O,0,33,0,0
4,P,1,33,0.0303030303,3.03030303
4,Q,0,33,0,0
4,R,0,33,0,0
4,S,0,33,0,0
4,T,0,33,0,0
4,U,0,33,0,0
4,V,0,33,0,0
4,W,0,33,0,0
4,X,0,33,0,0
4,Y,0,33,0,0
4,Z,0,33,0,0
4,1,0,33,0,0
4,2,0,33,0,0
4,3,0,33,0,0
4,4,24,33,0.7272727273,72.72727273
4,5,0,33,0,0
4,6,2,33,0.06060606061,6.060606061
4,7,0,33,0,0
4,8,0,33,0,0
4,9,1,33,0.0303030303,3.03030303
5,A,0,33,0,0
5,B,0,33,0,0
5,C,0,33,0,0
5,D,0,33,0,0
5,E,0,33,0,0
5,F,0,33,0,0
5,G,0,33,0,0
5,H,1,33,0.0303030303,3.03030303
5,I,0,33,0,0
5,J,0,33,0,0
5,K,1,33,0.0303030303,3.03030303
5,L,0,33,0,0
5,M,0,33,0,0
5,N,1,33,0.0303030303,3.03030303
5,O,0,33,0,0
5,P,0,33,0,0
5,Q,2,33,0.06060606061,6.060606061
5,R,0,33,0,0
5,S,4,33,0.1212121212,12.12121212
5,T,0,33,0,0
5,U,0,33,0,0
5,V,0,33,0,0
5,W,2,33,0.06060606061,6.060606061
5,X,1,33,0.0303030303,3.03030303
5,Y,0,33,0,0
5,Z,1,33,0.0303030303,3.03030303
5,1,1,33,0.0303030303,3.03030303
5,2,0,33,0,0
5,3,1,33,0.0303030303,3.03030303
5,4,1,33,0.0303030303,3.03030303
5,5,10,33,0.303030303,30.3030303
5,6,1,33,0.0303030303,3.03030303
5,7,1,33,0.0303030303,3.03030303
5,8,4,33,0.1212121212,12.12121212
5,9,1,33,0.0303030303,3.03030303
6,A,0,33,0,0
6,B,0,33,0,0
6,C,1,33,0.0303030303,3.03030303
6,D,0,33,0,0
6,E,1,33,0.0303030303,3.03030303
6,F,0,33,0,0
6,G,10,33,0.303030303,30.3030303
6,H,0,33,0,0
6,I,0,33,0,0
6,J,0,33,0,0
6,K,0,33,0,0
6,L,1,33,0.0303030303,3.03030303
6,M,0,33,0,0
6,N,0,33,0,0
6,O,0,33,0,0
6,P,0,33,0,0
6,Q,4,33,0.1212121212,12.12121212
6,R,0,33,0,0
6,S,0,33,0,0
6,T,0,33,0,0
6,U,0,33,0,0
6,V,0,33,0,0
6,W,0,33,0,0
6,X,0,33,0,0
6,Y,0,33,0,0
6,Z,0,33,0,0
6,1,0,33,0,0
6,2,0,33,0,0
6,3,1,33,0.0303030303,3.03030303
6,4,1,33,0.0303030303,3.03030303
6,5,0,33,0,0
6,6,13,33,0.3939393939,39.39393939
6,7,0,33,0,0
6,8,0,33,0,0
6,9,1,33,0.0303030303,3.03030303
7,A,0,33,0,0
7,B,0,33,0,0
7,C,0,33,0,0
7,D,0,33,0,0
7,E,0,33,0,0
7,F,0,33,0,0
7,G,0,33,0,0
7,H,0,33,0,0
7,I,0,33,0,0
7,J,1,33,0.0303030303,3.03030303
7,K,0,33,0,0
7,L,0,33,0,0
7,M,0,33,0,0
7,N,0,33,0,0
7,O,0,33,0,0
7,P,0,33,0,0
7,Q,0,33,0,0
7,R,0,33,0,0
7,S,0,33,0,0
7,T,3,33,0.09090909091,9.090909091
7,U,0,33,0,0
7,V,1,33,0.0303030303,3.03030303
7,W,0,33,0,0
7,X,0,33,0,0
7,Y,3,33,0.09090909091,9.090909091
7,Z,0,33,0,0
7,1,0,33,0,0
7,2,0,33,0,0
7,3,0,33,0,0
7,4,0,33,0,0
7,5,0,33,0,0
7,6,0,33,0,0
7,7,24,33,0.7272727273,72.72727273
7,8,0,33,0,0
7,9,1,33,0.0303030303,3.03030303
8,A,0,33,0,0
8,B,0,33,0,0
8,C,0,33,0,0
8,D,0,33,0,0
8,E,0,33,0,0
8,F,0,33,0,0
8,G,0,33,0,0
8,H,0,33,0,0
8,I,0,33,0,0
8,J,0,33,0,0
8,K,0,33,0,0
8,L,0,33,0,0
8,M,0,33,0,0
8,N,1,33,0.0303030303,3.03030303
8,O,0,33,0,0
8,P,0,33,0,0
8,Q,0,33,0,0
8,R,0,33,0,0
8,S,9,33,0.2727272727,27.27272727
8,T,0,33,0,0
8,U,0,33,0,0
8,V,0,33,0,0
8,W,0,33,0,0
8,X,1,33,0.0303030303,3.03030303
8,Y,0,33,0,0
8,Z,1,33,0.0303030303,3.03030303
8,1,0,33,0,0
8,2,1,33,0.0303030303,3.03030303
8,3,2,33,0.06060606061,6.060606061
8,4,0,33,0,0
8,5,7,33,0.2121212121,21.21212121
8,6,1,33,0.0303030303,3.03030303
8,7,0,33,0,0
8,8,7,33,0.2121212121,21.21212121
8,9,3,33,0.09090909091,9.090909091
9,A,0,33,0,0
9,B,0,33,0,0
9,C,0,33,0,0
9,D,0,33,0,0
9,E,0,33,0,0
9,F,2,33,0.06060606061,6.060606061
9,G,0,33,0,0
9,H,1,33,0.0303030303,3.03030303
9,I,0,33,0,0
9,J,1,33,0.0303030303,3.03030303
9,K,0,33,0,0
9,L,0,33,0,0
9,M,0,33,0,0
9,N,0,33,0,0
9,O,0,33,0,0
9,P,0,33,0,0
9,Q,0,33,0,0
9,R,0,33,0,0
9,S,0,33,0,0
9,T,0,33,0,0
9,U,0,33,0,0
9,V,0,33,0,0
9,W,0,33,0,0
9,X,0,33,0,0
9,Y,0,33,0,0
9,Z,0,33,0,0
9,1,1,33,0.0303030303,3.03030303
9,2,0,33,0,0
9,3,1,33,0.0303030303,3.03030303
9,4,0,33,0,0
9,5,0,33,0,0
9,6,0,33,0,0
9,7,1,33,0.0303030303,3.03030303
9,8,0,33,0,0
9,9,26,33,0.7878787879,78.78787879
